gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx942,80,1600,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,114.3853,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,102.67,279.02
gfx942,80,1600,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,199.3455,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0124,117.83,205.14
gfx942,80,1600,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,333.9728,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,140.66,176.22
gfx942,80,1600,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,50.644,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,66.26,316.4
gfx942,80,1600,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,126.2363,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,106.32,196.24
gfx942,80,1600,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,235.5143,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,113.98,154.72
gfx942,80,1600,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,448.7674,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,119.63,133.18
gfx942,80,1600,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,207.682,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,129.25,222.78
gfx942,80,1600,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,2708.5476,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,156.4,140.78
gfx942,80,1664,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,2,87.947,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,104.16,348.37
gfx942,80,1664,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,3,118.3955,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0093,103.16,277.87
gfx942,80,1664,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,207.1747,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0123,117.91,202.45
gfx942,80,1664,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,343.4657,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0104,142.24,174.78
gfx942,80,1664,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,49.8456,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,70.01,332.64
gfx942,80,1664,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,125.7669,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,110.99,202.18
gfx942,80,1664,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,237.0831,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,117.75,157.01
gfx942,80,1664,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,452.1186,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,123.5,134.52
gfx942,80,1664,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,213.1096,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,131.0,222.65
gfx942,80,1664,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,2772.0978,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,158.93,139.23
gfx942,80,1728,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,4,107.886,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,88.17,292.95
gfx942,80,1728,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,4,134.3723,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0104,94.39,252.15
gfx942,80,1728,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,216.8527,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0124,116.98,198.25
gfx942,80,1728,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,353.7443,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0104,143.42,173.04
gfx942,80,1728,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,52.284,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,69.31,327.78
gfx942,80,1728,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,132.0721,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,109.75,197.49
gfx942,80,1728,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,241.8001,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,119.9,157.2
gfx942,80,1728,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,460.3611,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,125.95,134.39
gfx942,80,1728,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,221.6195,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,130.81,219.42
gfx942,80,1728,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,2750.8374,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,166.32,142.0
gfx942,80,1792,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,4,108.4308,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0002,90.98,300.39
gfx942,80,1792,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,120.0993,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0107,109.52,290.3
gfx942,80,1792,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,195.6398,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0124,134.46,225.11
gfx942,80,1792,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,371.4602,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0125,141.64,167.96
gfx942,80,1792,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,49.5838,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,75.79,356.86
gfx942,80,1792,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,129.4048,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,116.17,206.63
gfx942,80,1792,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,240.5621,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,124.98,161.28
gfx942,80,1792,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,445.3342,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,135.02,141.27
gfx942,80,1792,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,199.4477,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,150.74,249.73
gfx942,80,1792,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,2742.4727,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,173.0,144.13
gfx942,80,1856,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,4,109.1697,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,93.59,307.21
gfx942,80,1856,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,115.6977,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0103,117.75,309.84
gfx942,80,1856,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,206.537,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,131.92,218.31
gfx942,80,1856,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,1,386.7896,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0,140.88,164.35
gfx942,80,1856,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,53.213,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,73.15,342.99
gfx942,80,1856,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,133.6443,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,116.5,204.98
gfx942,80,1856,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,244.3266,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,127.45,162.01
gfx942,80,1856,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,452.1849,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,137.72,141.45
gfx942,80,1856,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,250.9768,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,124.07,203.15
gfx942,80,1856,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,2956.7777,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,166.2,135.26
gfx942,80,1920,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,4,109.2256,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,96.77,315.9
gfx942,80,1920,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,126.3113,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0103,111.57,291.59
gfx942,80,1920,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,216.4512,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,130.22,213.15
gfx942,80,1920,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,395.6423,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,142.48,163.66
gfx942,80,1920,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,51.6065,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,78.02,364.47
gfx942,80,1920,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,137.417,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,117.21,204.12
gfx942,80,1920,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,249.8445,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,128.93,161.58
gfx942,80,1920,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,460.0061,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,140.05,141.33
gfx942,80,1920,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,251.4056,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,128.13,207.5
gfx942,80,1920,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,2958.5493,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,171.82,136.76
gfx942,80,1984,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,3,123.7139,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,88.28,286.72
gfx942,80,1984,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,137.9046,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,105.6,274.21
gfx942,80,1984,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,225.8269,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,128.97,208.95
gfx942,80,1984,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,405.7219,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,143.57,162.5
gfx942,80,1984,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,56.5329,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,73.6,342.56
gfx942,80,1984,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,149.8579,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,111.06,191.55
gfx942,80,1984,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,260.623,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,127.72,157.92
gfx942,80,1984,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,469.209,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,141.88,140.79
gfx942,80,1984,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,269.2087,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,123.64,198.16
gfx942,80,1984,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,2965.5693,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,177.13,138.01
gfx942,80,2048,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,3,124.2573,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,90.73,293.25
gfx942,80,2048,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,118.426,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,126.93,327.61
gfx942,80,2048,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,204.239,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,147.2,236.17
gfx942,80,2048,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,1,386.5344,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0,155.56,173.62
gfx942,80,2048,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,51.3727,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,83.6,387.81
gfx942,80,2048,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,131.016,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,131.13,224.1
gfx942,80,2048,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,245.3259,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,140.06,170.97
gfx942,80,2048,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,449.0197,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,153.04,149.46
gfx942,80,2048,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,265.3667,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,129.48,205.47
gfx942,80,2048,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,3011.0973,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,180.08,137.47
gfx942,80,2112,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,3,124.6451,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,93.28,300.09
gfx942,80,2112,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,116.3203,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0106,133.27,341.99
gfx942,80,2112,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,208.3536,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,148.81,236.54
gfx942,80,2112,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,1,389.962,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0,159.01,175.12
gfx942,80,2112,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,56.7852,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,78.0,360.66
gfx942,80,2112,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,140.4237,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,126.17,213.75
gfx942,80,2112,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,255.6353,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,138.61,167.15
gfx942,80,2112,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,462.4464,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,153.24,147.38
gfx942,80,2112,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,265.2672,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,133.58,210.0
gfx942,80,2112,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,3404.7096,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,164.24,122.94
gfx942,80,2176,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,3,125.0318,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,95.81,306.89
gfx942,80,2176,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,129.1334,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0106,123.69,315.67
gfx942,80,2176,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,2,289.6399,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0001,110.29,173.77
gfx942,80,2176,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,396.5823,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,161.1,175.17
gfx942,80,2176,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,58.3898,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,78.15,360.29
gfx942,80,2176,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,148.358,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,123.04,206.74
gfx942,80,2176,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,263.267,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,138.67,165.29
gfx942,80,2176,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,470.8622,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,155.07,146.98
gfx942,80,2176,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,273.5087,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,133.48,207.98
gfx942,80,2176,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,3346.947,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,172.14,126.46
gfx942,80,2240,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,1,127.4942,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,96.72,308.55
gfx942,80,2240,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,140.4262,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,117.08,297.28
gfx942,80,2240,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,231.08,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,142.3,222.35
gfx942,80,2240,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,406.0141,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,161.98,174.0
gfx942,80,2240,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,62.3544,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,75.34,346.31
gfx942,80,2240,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,156.6297,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,119.97,200.0
gfx942,80,2240,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,271.8645,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,138.23,162.96
gfx942,80,2240,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,476.562,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,157.72,147.42
gfx942,80,2240,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,283.3216,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,132.64,204.94
gfx942,80,2240,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,3414.6519,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,173.69,125.32
gfx942,80,2304,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,1,127.5532,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0005,99.44,315.98
gfx942,80,2304,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,117.7654,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0104,143.6,362.84
gfx942,80,2304,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,205.3426,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,164.71,255.32
gfx942,80,2304,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,383.448,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,176.41,187.32
gfx942,80,2304,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,52.1723,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,92.61,424.58
gfx942,80,2304,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,136.4254,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,141.67,234.43
gfx942,80,2304,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,251.0541,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,153.97,179.6
gfx942,80,2304,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,468.3039,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,165.08,152.26
gfx942,80,2304,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,260.9586,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,148.13,227.03
gfx942,80,2304,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,3366.8862,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,181.18,128.48
gfx942,80,2368,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,1,128.1397,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,101.73,322.08
gfx942,80,2368,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,116.7462,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0104,148.88,374.42
gfx942,80,2368,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,2,209.4791,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,165.95,255.29
gfx942,80,2368,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,397.6602,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0,174.83,183.59
gfx942,80,2368,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,58.1495,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,85.4,390.51
gfx942,80,2368,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,144.2134,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,137.74,226.31
