gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx942,80,448,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,6,41.4111,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,59.56,296.34
gfx942,80,448,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,0,36.729,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,89.53,387.2
gfx942,80,448,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,5,76.4839,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0113,85.99,287.9
gfx942,80,448,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,5,136.504,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0113,96.36,275.58
gfx942,80,448,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,25.4239,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,36.95,235.86
gfx942,80,448,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,49.1718,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,76.43,263.89
gfx942,80,448,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,84.7722,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,88.66,262.85
gfx942,80,448,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,161.4104,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,93.13,253.36
gfx942,80,448,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,84.0542,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,89.42,297.84
gfx942,80,448,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,941.5609,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,125.98,315.85
gfx942,80,480,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,6,41.0269,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,64.41,310.89
gfx942,80,480,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,0,42.1268,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0,83.63,349.25
gfx942,80,480,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,5,76.6711,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0115,91.9,294.04
gfx942,80,480,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,5,138.6335,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0114,101.66,275.6
gfx942,80,480,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,26.2633,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,38.33,238.93
gfx942,80,480,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,50.6442,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,79.51,262.69
gfx942,80,480,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,88.381,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,91.12,256.56
gfx942,80,480,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,163.9413,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,98.24,252.64
gfx942,80,480,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,85.9917,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,93.65,297.99
gfx942,80,480,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,959.4632,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,132.46,312.39
gfx942,80,512,64,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10302,0,10.5756,opus_gemm_gfx942_wkc_512x32x16x64_1x1_16x16x16_0x0x0,0.0,25.38,452.37
gfx942,80,512,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,6,41.101,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,68.58,322.09
gfx942,80,512,512,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,0,29.1965,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0,73.55,305.27
gfx942,80,512,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,0,42.8344,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0,87.74,354.96
gfx942,80,512,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,8,76.1271,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0126,98.73,303.03
gfx942,80,512,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,5,64.5672,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0094,133.04,357.28
gfx942,80,512,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,4,126.5625,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,118.77,306.55
gfx942,80,512,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,24.6361,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,43.58,266.02
gfx942,80,512,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,50.1838,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,85.58,271.63
gfx942,80,512,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,88.0807,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,97.52,261.9
gfx942,80,512,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,164.9728,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,104.14,254.24
gfx942,80,512,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,73.2241,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,117.31,358.0
gfx942,80,512,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,939.8063,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,144.24,321.4
gfx942,80,544,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,5,45.3129,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,66.09,302.82
gfx942,80,544,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,4,54.4878,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,73.28,288.06
gfx942,80,544,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,0,82.6086,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0062,96.67,285.6
gfx942,80,544,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,144.6456,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,110.42,272.3
gfx942,80,544,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,25.2922,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,45.11,270.13
gfx942,80,544,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,49.8565,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,91.53,279.99
gfx942,80,544,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,88.3844,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,103.26,265.45
gfx942,80,544,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,165.5185,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,110.28,256.57
gfx942,80,544,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,87.5911,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,104.2,306.02
gfx942,80,544,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1156.738,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,124.52,263.14
gfx942,80,576,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,5,45.2503,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,70.07,313.92
gfx942,80,576,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,0,53.989,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,78.31,299.83
gfx942,80,576,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,2,82.489,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0064,102.51,292.37
gfx942,80,576,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,144.0136,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,117.43,277.59
gfx942,80,576,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,25.8941,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,46.65,274.61
gfx942,80,576,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,49.874,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,96.88,286.46
gfx942,80,576,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,88.6312,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,109.03,269.15
gfx942,80,576,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,165.4274,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,116.83,259.88
gfx942,80,576,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,88.7482,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,108.89,308.67
gfx942,80,576,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1156.6705,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,131.85,265.17
gfx942,80,608,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,5,45.7944,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,73.09,320.74
gfx942,80,608,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,0,49.5677,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0,90.03,336.49
gfx942,80,608,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,2,82.6551,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0063,107.98,298.12
gfx942,80,608,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,144.4359,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,123.59,280.86
gfx942,80,608,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,27.402,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,46.53,269.66
gfx942,80,608,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,50.6463,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,100.7,288.56
gfx942,80,608,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,89.1171,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,114.46,272.1
gfx942,80,608,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,167.009,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,122.16,260.56
gfx942,80,608,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,90.9194,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,112.19,307.79
gfx942,80,608,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1208.0959,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,133.25,255.81
gfx942,80,640,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,5,45.5696,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,77.32,332.93
gfx942,80,640,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,0,50.224,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,93.53,341.88
gfx942,80,640,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,2,85.1632,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0063,110.32,295.5
gfx942,80,640,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,151.0107,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,124.43,272.54
gfx942,80,640,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,25.0083,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,53.67,306.61
gfx942,80,640,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,49.9553,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,107.47,299.11
gfx942,80,640,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,89.232,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,120.33,276.15
gfx942,80,640,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,166.5698,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,128.92,264.39
gfx942,80,640,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,89.6238,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,119.81,318.82
gfx942,80,640,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1178.0274,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,143.84,264.32
gfx942,80,672,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,54.0849,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,68.4,289.45
gfx942,80,672,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,3,62.2727,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0094,79.21,283.62
gfx942,80,672,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,5,110.1695,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0113,89.54,233.19
gfx942,80,672,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,4,196.0949,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0107,100.61,212.89
gfx942,80,672,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,31.1907,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,45.18,254.76
gfx942,80,672,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,67.1072,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,84.0,227.54
gfx942,80,672,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,120.9738,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,93.2,206.94
gfx942,80,672,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,2,223.6562,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,100.82,199.25
gfx942,80,672,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,106.525,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,105.84,273.77
gfx942,80,672,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1199.8431,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,148.29,261.46
gfx942,80,704,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,4,55.443,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,69.9,291.08
gfx942,80,704,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,3,62.2879,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0094,82.96,291.44
gfx942,80,704,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,6,107.7241,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0118,95.94,243.35
gfx942,80,704,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,4,196.7369,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0107,105.06,215.19
gfx942,80,704,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,32.5499,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,45.36,252.68
gfx942,80,704,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,67.7701,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,87.14,230.15
gfx942,80,704,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,122.103,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,96.73,208.25
gfx942,80,704,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,2,224.2764,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,105.33,201.04
gfx942,80,704,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,107.7113,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,109.66,276.23
gfx942,80,704,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1171.2383,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,159.14,269.83
gfx942,80,736,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10204,3,54.139,opus_gemm_gfx942_splitk_em3en4_lds1_pgr2_256x128x96x128_2x2_16x16x16_0x0x0,0.0,74.84,307.02
gfx942,80,736,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,3,60.7273,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,88.96,307.03
gfx942,80,736,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,5,111.3528,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0112,97.03,240.13
gfx942,80,736,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10210,4,199.4617,opus_gemm_gfx942_splitk_legacy_bf16ws_512x128x128x64_2x4_16x16x16_0x0x0,0.0104,108.34,215.21
gfx942,80,736,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,33.4997,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,46.08,253.83
gfx942,80,736,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,68.6568,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,89.93,231.95
gfx942,80,736,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,125.416,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,98.46,205.88
gfx942,80,736,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,2,227.9482,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,108.34,200.1
gfx942,80,736,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,109.5476,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,112.72,276.99
gfx942,80,736,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1198.1082,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,162.65,265.73
gfx942,80,768,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,4,51.6252,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,81.9,331.33
gfx942,80,768,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,3,61.6035,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,91.51,310.64
gfx942,80,768,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,6,88.7433,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0116,127.04,307.21
gfx942,80,768,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,6,163.9978,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0117,137.49,265.34
gfx942,80,768,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,31.5502,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,51.05,278.34
gfx942,80,768,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,66.9669,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,96.2,242.7
gfx942,80,768,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,123.5519,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,104.29,212.17
gfx942,80,768,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10200,2,228.0546,opus_gemm_gfx942_splitk_legacy_512x128x128x64_2x4_16x16x16_0x0x0,0.0,113.0,202.31
gfx942,80,768,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,108.0776,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,119.22,286.21
gfx942,80,768,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1172.1383,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,173.48,273.6
gfx942,80,800,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,61.6586,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,71.43,285.25
gfx942,80,800,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,64.7628,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0124,90.67,303.08
gfx942,80,800,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,110.1694,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,106.6,252.22
gfx942,80,800,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,200.0435,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0062,117.41,220.48
gfx942,80,800,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,32.3242,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,51.9,280.3
gfx942,80,800,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,65.2458,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,102.86,254.13
gfx942,80,800,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,117.792,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,113.94,225.89
gfx942,80,800,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,220.9488,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,121.49,211.19
gfx942,80,800,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,125.0749,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,107.31,252.03
gfx942,80,800,32320,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,1634.2346,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,129.61,197.67
gfx942,80,832,384,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10201,2,62.4685,opus_gemm_gfx942_splitk_p1_256x64x64x64_2x2_16x16x16_0x0x0,0.0,73.32,289.29
gfx942,80,832,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,69.3529,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0122,88.06,290.1
gfx942,80,832,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,113.5142,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0105,107.6,249.41
gfx942,80,832,2048,7168,False,torch.bfloat16,torch.bfloat16,False,False,opus,10216,0,204.7119,opus_gemm_gfx942_splitk_quad_mfma32_bf16ws_256x256x256x32_2x2_32x32x8_6x0x0,0.0063,119.33,218.33
gfx942,80,832,4096,256,False,torch.bfloat16,torch.bfloat16,False,False,opus,10000,0,32.8268,opus_gemm_gfx942_512x128x128x64_2x4_16x16x16_0x0x0,0.0,53.15,284.49
gfx942,80,832,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,69.3185,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,100.68,243.92
gfx942,80,832,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,121.305,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,115.07,222.59
gfx942,80,832,4096,4096,False,torch.bfloat16,torch.bfloat16,False,False,opus,10006,0,222.8531,opus_gemm_gfx942_quad_mfma32_256x256x256x32_2x2_32x32x8_0x0x0,0.0,125.27,211.74
